timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,label
24646,1.00,0.04,-0.06,-0.18,-0.12,0.12,-44.00,-33.00,25.00,sitting_down
24739,1.00,0.03,-0.06,-0.18,-0.55,-0.24,-44.00,-32.00,24.00,sitting_down
24845,1.00,0.04,-0.07,1.77,1.83,0.43,-44.00,-32.00,26.00,sitting_down
24938,1.01,0.04,-0.07,1.04,0.67,-0.18,-44.00,-34.00,25.00,sitting_down
25044,1.00,0.04,-0.06,-1.16,-0.37,-0.31,-43.00,-34.00,22.00,sitting_down
25137,1.00,0.04,-0.05,-2.14,-1.04,0.18,-45.00,-35.00,23.00,sitting_down
25244,1.00,0.04,-0.05,1.59,1.22,-1.04,-43.00,-36.00,27.00,sitting_down
25337,1.00,0.04,-0.06,1.22,-0.49,-1.53,-45.00,-34.00,21.00,sitting_down
25430,1.00,0.04,-0.06,0.06,0.43,0.31,-43.00,-35.00,21.00,sitting_down
25536,1.00,0.04,-0.05,-0.24,-0.18,0.24,-45.00,-35.00,26.00,sitting_down
25629,1.00,0.04,-0.06,0.31,0.73,0.18,-44.00,-36.00,25.00,sitting_down
25735,1.01,0.04,-0.06,0.43,0.24,0.12,-45.00,-37.00,20.00,sitting_down
25828,1.01,0.04,-0.06,-0.43,-0.49,0.06,-44.00,-35.00,24.00,sitting_down
25934,1.00,0.04,-0.05,-0.49,-2.62,-0.31,-44.00,-34.00,24.00,sitting_down
26027,1.01,0.04,-0.05,-0.06,-2.81,-0.85,-45.00,-34.00,19.00,sitting_down
26133,1.01,0.04,-0.05,4.70,-4.46,-1.95,-43.00,-35.00,21.00,sitting_down
26226,1.00,0.03,-0.04,0.43,0.00,0.00,-42.00,-35.00,23.00,sitting_down
26332,1.01,0.04,-0.05,-0.18,1.59,0.61,-44.00,-35.00,21.00,sitting_down
26425,1.01,0.03,-0.04,-0.85,0.06,0.12,-45.00,-33.00,25.00,sitting_down
26531,1.01,0.03,-0.04,-0.31,0.85,-0.12,-46.00,-32.00,22.00,sitting_down
